Type,Library,Test,Result
2. Parse Double,gason (C++11),double14,true
2. Parse Double,gason (C++11),double15,false
2. Parse Double,gason (C++11),double16,true
2. Parse Double,gason (C++11),double17,false
2. Parse Double,gason (C++11),double18,false
2. Parse Double,gason (C++11),double19,false
2. Parse Double,gason (C++11),double20,false
2. Parse Double,gason (C++11),double21,false
2. Parse Double,gason (C++11),double22,false
2. Parse Double,gason (C++11),double23,false
2. Parse Double,gason (C++11),double24,false
2. Parse Double,gason (C++11),double25,false
2. Parse Double,gason (C++11),double26,true
2. Parse Double,gason (C++11),double27,true
2. Parse Double,gason (C++11),double28,false
2. Parse Double,gason (C++11),double29,true
2. Parse Double,gason (C++11),double30,false
2. Parse Double,gason (C++11),double31,true
2. Parse Double,gason (C++11),double32,false
2. Parse Double,gason (C++11),double33,true
2. Parse Double,gason (C++11),double34,true
2. Parse Double,gason (C++11),double35,false
2. Parse Double,gason (C++11),double36,false
2. Parse Double,gason (C++11),double37,false
2. Parse Double,gason (C++11),double38,false
2. Parse Double,gason (C++11),double39,false
2. Parse Double,gason (C++11),double40,true
2. Parse Double,gason (C++11),double41,false
2. Parse Double,gason (C++11),double42,true
2. Parse Double,gason (C++11),double43,true
2. Parse Double,gason (C++11),double44,false
2. Parse Double,gason (C++11),double45,true
2. Parse Double,gason (C++11),double46,true
2. Parse Double,gason (C++11),double47,true
2. Parse Double,gason (C++11),double48,false
2. Parse Double,gason (C++11),double49,false
2. Parse Double,gason (C++11),double50,true
2. Parse Double,gason (C++11),double51,false
2. Parse Double,gason (C++11),double52,true
2. Parse Double,gason (C++11),double53,false
2. Parse Double,gason (C++11),double54,false
2. Parse Double,gason (C++11),double55,true
2. Parse Double,gason (C++11),double56,false
2. Parse Double,gason (C++11),double57,false
2. Parse Double,gason (C++11),double58,false
2. Parse Double,gason (C++11),double59,false
2. Parse Double,gason (C++11),double60,false
2. Parse Double,gason (C++11),double61,false
2. Parse Double,gason (C++11),double62,false
2. Parse Double,gason (C++11),double63,false
2. Parse Double,gason (C++11),double64,false
2. Parse Double,gason (C++11),double65,false
2. Parse Double,gason (C++11),double66,false
3. Parse String,gason (C++11),string01,true
3. Parse String,gason (C++11),string02,true
3. Parse String,gason (C++11),string03,true
3. Parse String,gason (C++11),string04,false
3. Parse String,gason (C++11),string05,true
3. Parse String,gason (C++11),string06,true
3. Parse String,gason (C++11),string07,true
3. Parse String,gason (C++11),string08,true
3. Parse String,gason (C++11),string09,false
4. Roundtrip,gason (C++11),roundtrip01,true
4. Roundtrip,gason (C++11),roundtrip02,true
4. Roundtrip,gason (C++11),roundtrip03,true
4. Roundtrip,gason (C++11),roundtrip04,false
4. Roundtrip,gason (C++11),roundtrip05,true
4. Roundtrip,gason (C++11),roundtrip06,true
4. Roundtrip,gason (C++11),roundtrip07,true
4. Roundtrip,gason (C++11),roundtrip08,false
4. Roundtrip,gason (C++11),roundtrip09,true
4. Roundtrip,gason (C++11),roundtrip10,true
4. Roundtrip,gason (C++11),roundtrip11,false
4. Roundtrip,gason (C++11),roundtrip12,false
4. Roundtrip,gason (C++11),roundtrip13,false
4. Roundtrip,gason (C++11),roundtrip14,false
4. Roundtrip,gason (C++11),roundtrip15,false
4. Roundtrip,gason (C++11),roundtrip16,false
4. Roundtrip,gason (C++11),roundtrip17,false
4. Roundtrip,gason (C++11),roundtrip18,false
4. Roundtrip,gason (C++11),roundtrip19,false
4. Roundtrip,gason (C++11),roundtrip20,false
4. Roundtrip,gason (C++11),roundtrip21,false
4. Roundtrip,gason (C++11),roundtrip22,false
4. Roundtrip,gason (C++11),roundtrip23,false
4. Roundtrip,gason (C++11),roundtrip24,false
4. Roundtrip,gason (C++11),roundtrip25,false
4. Roundtrip,gason (C++11),roundtrip26,false
4. Roundtrip,gason (C++11),roundtrip27,false
1. Parse Validation,JeayeSON (C++14),pass01,true
1. Parse Validation,JeayeSON (C++14),pass02,true
1. Parse Validation,JeayeSON (C++14),pass03,true
1. Parse Validation,JeayeSON (C++14),fail02,false
1. Parse Validation,JeayeSON (C++14),fail03,false
1. Parse Validation,JeayeSON (C++14),fail04,false
1. Parse Validation,JeayeSON (C++14),fail05,false
1. Parse Validation,JeayeSON (C++14),fail06,false
1. Parse Validation,JeayeSON (C++14),fail07,false
1. Parse Validation,JeayeSON (C++14),fail08,false
1. Parse Validation,JeayeSON (C++14),fail09,false
1. Parse Validation,JeayeSON (C++14),fail10,false
1. Parse Validation,JeayeSON (C++14),fail11,false
1. Parse Validation,JeayeSON (C++14),fail12,false
1. Parse Validation,JeayeSON (C++14),fail13,false
1. Parse Validation,JeayeSON (C++14),fail14,false
1. Parse Validation,JeayeSON (C++14),fail15,false
1. Parse Validation,JeayeSON (C++14),fail16,false
1. Parse Validation,JeayeSON (C++14),fail17,false
1. Parse Validation,JeayeSON (C++14),fail19,false
1. Parse Validation,JeayeSON (C++14),fail20,false
1. Parse Validation,JeayeSON (C++14),fail21,false
1. Parse Validation,JeayeSON (C++14),fail22,false
1. Parse Validation,JeayeSON (C++14),fail23,false
1. Parse Validation,JeayeSON (C++14),fail24,false
1. Parse Validation,JeayeSON (C++14),fail25,false
1. Parse Validation,JeayeSON (C++14),fail26,false
1. Parse Validation,JeayeSON (C++14),fail27,false
1. Parse Validation,JeayeSON (C++14),fail28,false
1. Parse Validation,JeayeSON (C++14),fail29,false
1. Parse Validation,JeayeSON (C++14),fail30,false
1. Parse Validation,JeayeSON (C++14),fail31,false
1. Parse Validation,JeayeSON (C++14),fail32,false
1. Parse Validation,JeayeSON (C++14),fail33,false
1. Parse Validation,JeayeSON (C++14),number_-9223372036854775808,true
1. Parse Validation,JeayeSON (C++14),string_2_escaped_invalid_codepoints,true
1. Parse Validation,JeayeSON (C++14),string_1_invalid_codepoint,true
1. Parse Validation,JeayeSON (C++14),object_same_key_unclear_values,true
1. Parse Validation,JeayeSON (C++14),object_key_nfc_nfd,true
1. Parse Validation,JeayeSON (C++14),string_3_escaped_invalid_codepoints,true
1. Parse Validation,JeayeSON (C++14),number_1.000000000000000005,true
1. Parse Validation,JeayeSON (C++14),string_with_escaped_NULL,true
1. Parse Validation,JeayeSON (C++14),number_1e6,true
1. Parse Validation,JeayeSON (C++14),string_3_invalid_codepoints,true
1. Parse Validation,JeayeSON (C++14),number_1.0,true
1. Parse Validation,JeayeSON (C++14),string_2_invalid_codepoints,true
1. Parse Validation,JeayeSON (C++14),number_9223372036854775807,true
1. Parse Validation,JeayeSON (C++14),number_1000000000000000,true
1. Parse Validation,JeayeSON (C++14),number_10000000000000000999,true
1. Parse Validation,JeayeSON (C++14),number_-9223372036854775809,true
1. Parse Validation,JeayeSON (C++14),object_same_key_different_values,true
1. Parse Validation,JeayeSON (C++14),object_key_nfd_nfc,true
1. Parse Validation,JeayeSON (C++14),object_same_key_same_value,true
1. Parse Validation,JeayeSON (C++14),number_9223372036854775808,true
1. Parse Validation,JeayeSON (C++14),number_1e-999,true
1. Parse Validation,JeayeSON (C++14),string_1_escaped_invalid_codepoint,true
2. Parse Double,JeayeSON (C++14),double01,true
2. Parse Double,JeayeSON (C++14),double02,true
2. Parse Double,JeayeSON (C++14),double03,true
2. Parse Double,JeayeSON (C++14),double04,true
2. Parse Double,JeayeSON (C++14),double05,true
2. Parse Double,JeayeSON (C++14),double06,true
2. Parse Double,JeayeSON (C++14),double07,false
2. Parse Double,JeayeSON (C++14),double08,true
2. Parse Double,JeayeSON (C++14),double09,true
2. Parse Double,JeayeSON (C++14),double10,true
2. Parse Double,JeayeSON (C++14),double11,false
2. Parse Double,JeayeSON (C++14),double12,true
2. Parse Double,JeayeSON (C++14),double13,true
2. Parse Double,JeayeSON (C++14),double14,true
2. Parse Double,JeayeSON (C++14),double15,false
2. Parse Double,JeayeSON (C++14),double16,false
2. Parse Double,JeayeSON (C++14),double17,false
2. Parse Double,JeayeSON (C++14),double18,false
2. Parse Double,JeayeSON (C++14),double19,false
2. Parse Double,JeayeSON (C++14),double20,false
2. Parse Double,JeayeSON (C++14),double21,false
2. Parse Double,JeayeSON (C++14),double22,false
2. Parse Double,JeayeSON (C++14),double23,false
2. Parse Double,JeayeSON (C++14),double24,false
2. Parse Double,JeayeSON (C++14),double25,false
2. Parse Double,JeayeSON (C++14),double26,true
2. Parse Double,JeayeSON (C++14),double27,false
2. Parse Double,JeayeSON (C++14),double28,false
2. Parse Double,JeayeSON (C++14),double29,true
2. Parse Double,JeayeSON (C++14),double30,false
2. Parse Double,JeayeSON (C++14),double31,false
2. Parse Double,JeayeSON (C++14),double32,false
2. Parse Double,JeayeSON (C++14),double33,true
2. Parse Double,JeayeSON (C++14),double34,true
2. Parse Double,JeayeSON (C++14),double35,false
2. Parse Double,JeayeSON (C++14),double36,false
2. Parse Double,JeayeSON (C++14),double37,false
2. Parse Double,JeayeSON (C++14),double38,false
2. Parse Double,JeayeSON (C++14),double39,true
2. Parse Double,JeayeSON (C++14),double40,false
2. Parse Double,JeayeSON (C++14),double41,true
2. Parse Double,JeayeSON (C++14),double42,true
2. Parse Double,JeayeSON (C++14),double43,true
2. Parse Double,JeayeSON (C++14),double44,false
2. Parse Double,JeayeSON (C++14),double45,false
2. Parse Double,JeayeSON (C++14),double46,true
2. Parse Double,JeayeSON (C++14),double47,true
2. Parse Double,JeayeSON (C++14),double48,false
2. Parse Double,JeayeSON (C++14),double49,true
2. Parse Double,JeayeSON (C++14),double50,false
2. Parse Double,JeayeSON (C++14),double51,true
2. Parse Double,JeayeSON (C++14),double52,true
2. Parse Double,JeayeSON (C++14),double53,false
2. Parse Double,JeayeSON (C++14),double54,true
2. Parse Double,JeayeSON (C++14),double55,false
2. Parse Double,JeayeSON (C++14),double56,false
2. Parse Double,JeayeSON (C++14),double57,false
2. Parse Double,JeayeSON (C++14),double58,false
2. Parse Double,JeayeSON (C++14),double59,true
2. Parse Double,JeayeSON (C++14),double60,false
2. Parse Double,JeayeSON (C++14),double61,false
2. Parse Double,JeayeSON (C++14),double62,false
2. Parse Double,JeayeSON (C++14),double63,false
2. Parse Double,JeayeSON (C++14),double64,false
2. Parse Double,JeayeSON (C++14),double65,false
2. Parse Double,JeayeSON (C++14),double66,false
3. Parse String,JeayeSON (C++14),string01,true
3. Parse String,JeayeSON (C++14),string02,true
3. Parse String,JeayeSON (C++14),string03,true
3. Parse String,JeayeSON (C++14),string04,true
3. Parse String,JeayeSON (C++14),string05,true
3. Parse String,JeayeSON (C++14),string06,true
3. Parse String,JeayeSON (C++14),string07,true
3. Parse String,JeayeSON (C++14),string08,true
3. Parse String,JeayeSON (C++14),string09,true
4. Roundtrip,JeayeSON (C++14),roundtrip01,true
4. Roundtrip,JeayeSON (C++14),roundtrip02,true
4. Roundtrip,JeayeSON (C++14),roundtrip03,true
4. Roundtrip,JeayeSON (C++14),roundtrip04,true
4. Roundtrip,JeayeSON (C++14),roundtrip05,true
4. Roundtrip,JeayeSON (C++14),roundtrip06,true
4. Roundtrip,JeayeSON (C++14),roundtrip07,true
4. Roundtrip,JeayeSON (C++14),roundtrip08,true
4. Roundtrip,JeayeSON (C++14),roundtrip09,true
4. Roundtrip,JeayeSON (C++14),roundtrip10,true
4. Roundtrip,JeayeSON (C++14),roundtrip11,true
4. Roundtrip,JeayeSON (C++14),roundtrip12,true
4. Roundtrip,JeayeSON (C++14),roundtrip13,false
4. Roundtrip,JeayeSON (C++14),roundtrip14,false
4. Roundtrip,JeayeSON (C++14),roundtrip15,true
4. Roundtrip,JeayeSON (C++14),roundtrip16,true
4. Roundtrip,JeayeSON (C++14),roundtrip17,false
4. Roundtrip,JeayeSON (C++14),roundtrip18,false
4. Roundtrip,JeayeSON (C++14),roundtrip19,false
4. Roundtrip,JeayeSON (C++14),roundtrip20,false
4. Roundtrip,JeayeSON (C++14),roundtrip21,false
4. Roundtrip,JeayeSON (C++14),roundtrip22,true
4. Roundtrip,JeayeSON (C++14),roundtrip23,true
4. Roundtrip,JeayeSON (C++14),roundtrip24,false
4. Roundtrip,JeayeSON (C++14),roundtrip25,false
4. Roundtrip,JeayeSON (C++14),roundtrip26,false
4. Roundtrip,JeayeSON (C++14),roundtrip27,false
1. Parse Validation,jsmn (C),pass01,true
1. Parse Validation,jsmn (C),pass02,true
1. Parse Validation,jsmn (C),pass03,true
1. Parse Validation,jsmn (C),fail02,true
1. Parse Validation,jsmn (C),fail03,false
1. Parse Validation,jsmn (C),fail04,false
1. Parse Validation,jsmn (C),fail05,false
1. Parse Validation,jsmn (C),fail06,false
1. Parse Validation,jsmn (C),fail07,false
1. Parse Validation,jsmn (C),fail08,true
1. Parse Validation,jsmn (C),fail09,false
1. Parse Validation,jsmn (C),fail10,false
1. Parse Validation,jsmn (C),fail11,false
1. Parse Validation,jsmn (C),fail12,false
1. Parse Validation,jsmn (C),fail13,false
1. Parse Validation,jsmn (C),fail14,false
1. Parse Validation,jsmn (C),fail15,true
1. Parse Validation,jsmn (C),fail16,false
1. Parse Validation,jsmn (C),fail17,true
1. Parse Validation,jsmn (C),fail19,false
1. Parse Validation,jsmn (C),fail20,false
1. Parse Validation,jsmn (C),fail21,false
1. Parse Validation,jsmn (C),fail22,false
1. Parse Validation,jsmn (C),fail23,false
1. Parse Validation,jsmn (C),fail24,false
1. Parse Validation,jsmn (C),fail25,false
1. Parse Validation,jsmn (C),fail26,true
1. Parse Validation,jsmn (C),fail27,false
1. Parse Validation,jsmn (C),fail28,true
1. Parse Validation,jsmn (C),fail29,false
1. Parse Validation,jsmn (C),fail30,false
1. Parse Validation,jsmn (C),fail31,false
1. Parse Validation,jsmn (C),fail32,true
1. Parse Validation,jsmn (C),fail33,true
1. Parse Validation,jsmn (C),number_-9223372036854775808,true
1. Parse Validation,jsmn (C),string_2_escaped_invalid_codepoints,true
1. Parse Validation,jsmn (C),string_1_invalid_codepoint,true
1. Parse Validation,jsmn (C),object_same_key_unclear_values,true
1. Parse Validation,jsmn (C),object_key_nfc_nfd,true
1. Parse Validation,jsmn (C),string_3_escaped_invalid_codepoints,true
1. Parse Validation,jsmn (C),number_1.000000000000000005,true
1. Parse Validation,jsmn (C),string_with_escaped_NULL,true
1. Parse Validation,jsmn (C),number_1e6,true
1. Parse Validation,jsmn (C),string_3_invalid_codepoints,true
1. Parse Validation,jsmn (C),number_1.0,true
1. Parse Validation,jsmn (C),string_2_invalid_codepoints,true
1. Parse Validation,jsmn (C),number_9223372036854775807,true
1. Parse Validation,jsmn (C),number_1000000000000000,true
1. Parse Validation,jsmn (C),number_10000000000000000999,true
1. Parse Validation,jsmn (C),number_-9223372036854775809,true
1. Parse Validation,jsmn (C),object_same_key_different_values,true
1. Parse Validation,jsmn (C),object_key_nfd_nfc,true
1. Parse Validation,jsmn (C),object_same_key_same_value,true
1. Parse Validation,jsmn (C),number_9223372036854775808,true
1. Parse Validation,jsmn (C),number_1e-999,true
1. Parse Validation,jsmn (C),string_1_escaped_invalid_codepoint,true
2. Parse Double,jsmn (C),double01,true
2. Parse Double,jsmn (C),double02,true
2. Parse Double,jsmn (C),double03,true
2. Parse Double,jsmn (C),double04,true
2. Parse Double,jsmn (C),double05,true
2. Parse Double,jsmn (C),double06,true
2. Parse Double,jsmn (C),double07,true
2. Parse Double,jsmn (C),double08,true
2. Parse Double,jsmn (C),double09,true
2. Parse Double,jsmn (C),double10,true
2. Parse Double,jsmn (C),double11,true
2. Parse Double,jsmn (C),double12,true
2. Parse Double,jsmn (C),double13,true
2. Parse Double,jsmn (C),double14,true
2. Parse Double,jsmn (C),double15,true
2. Parse Double,jsmn (C),double16,true
2. Parse Double,jsmn (C),double17,true
2. Parse Double,jsmn (C),double18,true
2. Parse Double,jsmn (C),double19,true
2. Parse Double,jsmn (C),double20,true
2. Parse Double,jsmn (C),double21,true
2. Parse Double,jsmn (C),double22,true
2. Parse Double,jsmn (C),double23,true
2. Parse Double,jsmn (C),double24,true
2. Parse Double,jsmn (C),double25,true
2. Parse Double,jsmn (C),double26,true
2. Parse Double,jsmn (C),double27,true
2. Parse Double,jsmn (C),double28,true
